Unnamed: 0,userName,Title,Review,Rating,cleaned_Review,Have assessablity Issue,Assessability Issue Type
,SexyJuan93,Ugh,"It needs a lot of work, everything u play video in the middle as soon as it hits commercial it would turn my screen black and get silent,turn it off and back on does the same thing, or if you click one video and it decided to play every time you go to click another on it plays the same one, same episode even if letâ€™s say I play love and hip hop and you got to rupaul and click and episode it would literally play love and hip hop again. So annoyed by this app",2,it need a lot of work everything u play video in the middle a soon a it hit commercial it would turn my screen black and get silentturn it off and back on doe the same thing or if you click one video and it decided to play every time you go to click another on it play the same one same episode even if let s say i play love and hip hop and you got to rupaul and click and episode it would literally play love and hip hop again so annoyed by this app,Yes,UI Accessibility Issues (UI)
,TOrrza,"Used to be ok, now itâ€™s crap","The new interface is crap. Some shows will only airplay the sound and not the visual. I canâ€™t get through an episode without it crashing and either starting over or replaying the ads. Of course the ads work just fine, itâ€™s just the actual episode that crashes and when I try to restart guess what I have to watch more of; ads! I donâ€™t know how you can manage to release and update that makes a kinda stable app completely unstable.",2,the new interface is crap some show will only airplay the sound and not the visual i can t get through an episode without it crashing and either starting over or replaying the ad of course the ad work just fine it s just the actual episode that crash and when i try to restart guess what i have to watch more of ad i don t know how you can manage to release and update that make a kinda stable app completely unstable,Yes,UI Accessibility Issues (UI)
,jmemaybe,Needs to stay connected,"I love watching the old shows on VH1, but for some reason the app constantly stops in the middle of shows and says â€œvideo not availableâ€ even though I was just watching it. I have to go back and forth and restart the app numerous times to get it to catch up and actually play the show. I wish it would stop disconnecting. Itâ€™s so frustrating.",2,i love watching the old show on vh but for some reason the app constantly stop in the middle of show and say video not available even though i wa just watching it i have to go back and forth and restart the app numerous time to get it to catch up and actually play the show i wish it would stop disconnecting it s so frustrating,Yes,UI Accessibility Issues (UI)
,Skyh1930302024,"New update, new issues","Ever since the most recent update and whole look change, there have been issues I didnâ€™t experience before. I used to love watching shows on here but now every time I pause what Iâ€™m watching and visit another app or something, the show will start all over when I go back. Please fix this ASAP because I never had this issue before this update and itâ€™s extremely annoying.",2,ever since the most recent update and whole look change there have been issue i didn t experience before i used to love watching show on here but now every time i pause what i m watching and visit another app or something the show will start all over when i go back please fix this asap because i never had this issue before this update and it s extremely annoying,Yes,Input and Control Issues (INPUT)
,MYPiNKLiPSTiK,Not Good!!!,"I donâ€™t know what it wrong with this app. Iâ€™ll be watching a show like ANTM, and Iâ€™ll go to my text messages to reply to a text, and then go right back to the app and the video will not play. Iâ€™ll return to the VH1 app and click â€œfull episodesâ€ and it will not show all the full episodes under ANTM. I am signed in under my TV provider and still no luck! I even tried to ply different shows and received the same error. Smh, horrible!",2,i don t know what it wrong with this app i ll be watching a show like antm and i ll go to my text message to reply to a text and then go right back to the app and the video will not play i ll return to the vh app and click full episode and it will not show all the full episode under antm i am signed in under my tv provider and still no luck i even tried to ply different show and received the same error smh horrible,Yes,Navigation and Interaction Problems (NAV)
,TayyMonique,Horrible,"This app is trash. I love the shows on VH1 but I canâ€™t watch them on this app. It never goes in order, always glitches, etc. I got through most of an hour show for it to tell me my internet is too slow. I exit, fix the internet issue, then go back to finish & Iâ€™m told the episode is no longer available due to date restrictions or something. Huh? It was just there! Guess Iâ€™ll be sticking to DirecTV Nowâ€™s on demand.",2,this app is trash i love the show on vh but i can t watch them on this app it never go in order always glitch etc i got through most of an hour show for it to tell me my internet is too slow i exit fix the internet issue then go back to finish i m told the episode is no longer available due to date restriction or something huh it wa just there guess i ll be sticking to directv now s on demand,Yes,UI Accessibility Issues (UI)
,E-Dollas,Never refreshes with new episodes,I have to delete and install this app on my Apple TV every week if I want my episodes to refresh. Ridiculous because none of my other tv apps make me do this. I will say they reduced the amount of commercials...which was absolutely ridiculous before. But I donâ€™t want to see the exact same commercial every break either. Too big of a company to have a poor performing app.,2,i have to delete and install this app on my apple tv every week if i want my episode to refresh ridiculous because none of my other tv apps make me do this i will say they reduced the amount of commercialswhich wa absolutely ridiculous before but i don t want to see the exact same commercial every break either too big of a company to have a poor performing app,Yes,UI Accessibility Issues (UI)
,Ambercam_g,Hate it!,"Honestly I hate this app so much. If it werenâ€™t for the shows, Iâ€™d never use this app at all. If I get a call or pause the show for too long my place is completely lost and I have to watch 3-4 commercials before I can even try to find my place again. They are constantly changing and â€œupgradingâ€ this app, yet this is something they still havenâ€™t managed to address. Itâ€™s very frustrating.",2,honestly i hate this app so much if it weren t for the show i d never use this app at all if i get a call or pause the show for too long my place is completely lost and i have to watch commercial before i can even try to find my place again they are constantly changing and upgrading this app yet this is something they still haven t managed to address it s very frustrating,Yes,Input and Control Issues (INPUT)
,CardiganHoarder,Hard to Enjoy,Itâ€™s really difficult using an app that could potentially be really easy to use. Videos donâ€™t load and when they do youâ€™re instantly met with an advertisement even though you had to exit the app because the advertisement made the video bug out. Sometimes Iâ€™m met with a black screen and then it crashes. Itâ€™s the same and even worse on the Xbox Application.,2,it s really difficult using an app that could potentially be really easy to use video don t load and when they do you re instantly met with an advertisement even though you had to exit the app because the advertisement made the video bug out sometimes i m met with a black screen and then it crash it s the same and even worse on the xbox application,Yes,UI Accessibility Issues (UI)
,Ms. Taylor,Fix your glitches,"It has taken me almost 2 hours to get thru a 69 minute show because the app keeps stalling or freezing. Then when you try to go back into to pick up where you left off, it starts you back at the beginning. As others have mentioned, it's frustrating when you're just trying to enjoy your show and its a task just to get it to play!",2,it ha taken me almost hour to get thru a minute show because the app keep stalling or freezing then when you try to go back into to pick up where you left off it start you back at the beginning a others have mentioned it frustrating when youre just trying to enjoy your show and it a task just to get it to play,Yes,UI Accessibility Issues (UI)
,xkeylimex44,dumb app,"this app is annoying as hell, it takes forever to get content to play, the ads are CONSTANT and long, and the design of the video player itself is bad. on the ipad app, the pause button is small and impossible to press, and thereâ€™s no easy way to rewind or fastforward, which is an annoying inconvenience. please work on making your app more user friendly",2,this app is annoying a hell it take forever to get content to play the ad are constant and long and the design of the video player itself is bad on the ipad app the pause button is small and impossible to press and there s no easy way to rewind or fastforward which is an annoying inconvenience please work on making your app more user friendly,Yes,Input and Control Issues (INPUT)
,Richmount,Not so great,"This app is so messy and all over the place, what I mean by that is it doesnâ€™t have a neat setup when you leave the app for awhile and go back the movie or show you were watching will start from the beginning but i good thing about it is you get to watch pretty much anything vh1 has made but all they need to do is update this app and try to get rid of all the bugs",2,this app is so messy and all over the place what i mean by that is it doesn t have a neat setup when you leave the app for awhile and go back the movie or show you were watching will start from the beginning but i good thing about it is you get to watch pretty much anything vh ha made but all they need to do is update this app and try to get rid of all the bug,Yes,UI Accessibility Issues (UI)
,Dang3r01,I hope you like crap,"Normally I would say that about some of the shows on vh1 but this app is a nightmare. We have had it only play half a show several times and then totally freeze up. I have tried different phones, tablets, firestick, and two different TVs, it fails on all platforms. Frustrating that this app still is trash after all these years.",2,normally i would say that about some of the show on vh but this app is a nightmare we have had it only play half a show several time and then totally freeze up i have tried different phone tablet firestick and two different tv it fails on all platform frustrating that this app still is trash after all these year,Yes,UI Accessibility Issues (UI)
,Qvz2hot2handle,Could Be Better,I use a lot of apps to stream my favorite shows and the VH1 app is by far my least favorite to use. The commercials are too frequent & it is the most asinine thing for the auto player at the end of each episode to play the prior episode in lieu of the next episode in the series you are currently viewing. I expected more. It could be better. PLEASE FIX THIS AUTO PLAYER OVERSIGHT ASAPâ€¼ï¸,2,i use a lot of apps to stream my favorite show and the vh app is by far my least favorite to use the commercial are too frequent it is the most asinine thing for the auto player at the end of each episode to play the prior episode in lieu of the next episode in the series you are currently viewing i expected more it could be better please fix this auto player oversight asap,Yes,Navigation and Interaction Problems (NAV)
,Foster741,Frustrated,"I watch several shows from VH1, I only use the app to watch but I'm starting to just give up and watch them at a friends because the app is constantly kicking me out!! When I open it back up it makes me watch ANOTHER series of ads before resuming-sometimes way ahead of where I was. After being kicked off 3 times I give up!",2,i watch several show from vh i only use the app to watch but im starting to just give up and watch them at a friend because the app is constantly kicking me out when i open it back up it make me watch another series of ad before resumingsometimes way ahead of where i wa after being kicked off time i give up,Yes,UI Accessibility Issues (UI)
,Ladysibkis,Can be better,I like the app because I don't need cable to watch it. However the only problem I have encounter is the buffering then when it stops it will start the show back to the beginning. Also it would be nice if you are watching a episode when one finish the app will allow the next episode to play in order.,2,i like the app because i dont need cable to watch it however the only problem i have encounter is the buffering then when it stop it will start the show back to the beginning also it would be nice if you are watching a episode when one finish the app will allow the next episode to play in order,Yes,Navigation and Interaction Problems (NAV)
,courtneyhandshake,Yikes,"Just started using this and itâ€™s baffling to me that in 2020 there are still companies who donâ€™t understand how to make a functional app. I canâ€™t even watch an episode of a show without the ads replaying over and over again and glitching out my app to the point that the show never comes back on, it just keeps playing ads.",2,just started using this and it s baffling to me that in there are still company who don t understand how to make a functional app i can t even watch an episode of a show without the ad replaying over and over again and glitching out my app to the point that the show never come back on it just keep playing ad,Yes,UI Accessibility Issues (UI)
,Sumayah,Horrible Update,"This app was so much better before the update. Open the app and it is in landscape view, click on the show and it starts playing a clip and I have no way of closing the clip I have to close the whole app and start all over again. Itâ€™s actually really annoying to be on this app now. 
 
 You need to update the app into previous version.",2,this app wa so much better before the update open the app and it is in landscape view click on the show and it start playing a clip and i have no way of closing the clip i have to close the whole app and start all over again it s actually really annoying to be on this app now you need to update the app into previous version,Yes,UI Accessibility Issues (UI)
,Motown08,So buggy and terrible ads,This app constantly encounters issues such as when the awful ads make it crash or freeze and where your video freezes as soon as you get through all of the advertisements and you have to watch them all again just to get back to your video. Truly infuriating.,2,this app constantly encounter issue such a when the awful ad make it crash or freeze and where your video freeze a soon a you get through all of the advertisement and you have to watch them all again just to get back to your video truly infuriating,Yes,UI Accessibility Issues (UI)
,godsavegravy,Garbage,"There are a lot of ads, but I can mindless scroll on my phone during that, so whatever. 
 
 â€œSorry this video is not availableâ€ when the ads donâ€™t load and the. Having to watch three more commercials until it does the same error again makes me want to kill myself. This app is straight up garbage",2,there are a lot of ad but i can mindless scroll on my phone during that so whatever sorry this video is not available when the ad don t load and the having to watch three more commercial until it doe the same error again make me want to kill myself this app is straight up garbage,Yes,UI Accessibility Issues (UI)
,Mikeyindaburg,"Great shows, surprisingly bad app","Love the programming, but the app is the worst I've seen when it comes to buffering. I signed up for the 24-hour pass because Xfinity isn't yet accepted by VH1, but I just can't justify paying for a pass with this much buffering. (I'm using Chromecast and all my other video streaming apps work perfectly) This is surprising for a huge company like VH1.",2,love the programming but the app is the worst ive seen when it come to buffering i signed up for the hour pas because xfinity isnt yet accepted by vh but i just cant justify paying for a pas with this much buffering im using chromecast and all my other video streaming apps work perfectly this is surprising for a huge company like vh,Yes,UI Accessibility Issues (UI)
,DeeFirstLadi,Can we get an update?!,"This app consistently crashes and freezes. Not to mention trying to watch anything live; once it goes to a commercial, it's a wrap. You have to physically restart the live stream in order to catch up where you were. Why hasn't there been an update there are plenty of bugs that need fixing.",2,this app consistently crash and freeze not to mention trying to watch anything live once it go to a commercial it a wrap you have to physically restart the live stream in order to catch up where you were why hasnt there been an update there are plenty of bug that need fixing,Yes,UI Accessibility Issues (UI)
,rece5book,Has potential but....,This app randomly stops playing my videos on my chromecast. After trying to simply stop casting the video & casting it again the video starts over to the beginning and plays a LOT of ads before even playing it again. I would like to enjoy this app. Please release an update with bug fixes.,2,this app randomly stop playing my video on my chromecast after trying to simply stop casting the video casting it again the video start over to the beginning and play a lot of ad before even playing it again i would like to enjoy this app please release an update with bug fix,Yes,UI Accessibility Issues (UI)
,Buujee,No,"I used to use this a lot with no problems but they did an update months ago and after that it sucked! The main problem is when I log in to watch live tv or episodes Iâ€™ve missed it says I donâ€™t have vh1, but I do.... itâ€™s been like this for months now and hasnâ€™t changed so I might as well delete this useless app",2,i used to use this a lot with no problem but they did an update month ago and after that it sucked the main problem is when i log in to watch live tv or episode i ve missed it say i don t have vh but i do it s been like this for month now and hasn t changed so i might a well delete this useless app,Yes,UI Accessibility Issues (UI)
,CinK02,Shows awesome but app is garbage,Trying to watch the current episode is horrible instead of playing the current the app plays the one before the current episode thought maybe I needed to update my apps and nope that wasnâ€™t the issue. I havenâ€™t been able to watch any of the new seasons that just started,2,trying to watch the current episode is horrible instead of playing the current the app play the one before the current episode thought maybe i needed to update my apps and nope that wasn t the issue i haven t been able to watch any of the new season that just started,Yes,Navigation and Interaction Problems (NAV)
,TeeRoqz,Always crashing,This app can be so annoying. It's always crashing in the middle of shows and blacking out in the middle of commercials and making them restart all the way back over from 90 seconds. This happened literally almost 10 times just watching two episodes.,2,this app can be so annoying it always crashing in the middle of show and blacking out in the middle of commercial and making them restart all the way back over from second this happened literally almost time just watching two episode,Yes,UI Accessibility Issues (UI)
,Karen Hempstead,Glitchy,"This app has a lot of glitches in it. Every time you navigate away from the app, 108 seconds of ads come up. It should be able to resume where you left off. In addition, you should be able to
 Minimize the picture without closing out the app. The ads are so repetitive.",2,this app ha a lot of glitch in it every time you navigate away from the app second of ad come up it should be able to resume where you left off in addition you should be able to minimize the picture without closing out the app the ad are so repetitive,Yes,UI Accessibility Issues (UI)
,tae00000,Way to many ads for one episode,Thereâ€™s way to many ads in one episode and they take awhile and the app randomly crashes and you gotta restart the whole app and also the website. The show options are good though,2,there s way to many ad in one episode and they take awhile and the app randomly crash and you gotta restart the whole app and also the website the show option are good though,Yes,UI Accessibility Issues (UI)
,Eddy in fla,App need help,"I love the content and shows you provide, but if you don't catch Drag Race live, you're out of luck trying to stream past episodes, also, the rate of app freeze, audio and video not syncing, not to mention problems coming back from commercial breaks. This app needs attention by programmers.",2,i love the content and show you provide but if you dont catch drag race live youre out of luck trying to stream past episode also the rate of app freeze audio and video not syncing not to mention problem coming back from commercial break this app need attention by programmer,Yes,UI Accessibility Issues (UI)
,gskyew,wayyy to many ads,I donâ€™t mind having a commercial break but if I skip ahead ten seconds Iâ€™ll get one full set of ads! Then my show will come on for about a minute and then it will give me another set of ads!! Extremely frustrating to deal with compared to other apps.,2,i don t mind having a commercial break but if i skip ahead ten second i ll get one full set of ad then my show will come on for about a minute and then it will give me another set of ad extremely frustrating to deal with compared to other apps,Yes,UI Accessibility Issues (UI)
,Jay5499,This app used to be great,"I used to be able to stop and start watching an episode at the part I left off if I couldnâ€™t finish the episode, canâ€™t do that anymore. And while mid way into the episode the screen goes black and I canâ€™t finish watching while casting from my phone. Smh",2,i used to be able to stop and start watching an episode at the part i left off if i couldn t finish the episode can t do that anymore and while mid way into the episode the screen go black and i can t finish watching while casting from my phone smh,Yes,UI Accessibility Issues (UI)
,Wallsocket,WHY does it...,"... constantly pause after the ads!?! Iâ€™m in the midst of watching my first episode of a show on this app. I seriously donâ€™t mind ads at all if I can watch something for free. I get it. But it never comes back from the ads. I have to keep hitting play. Fix this, please?",2,constantly pause after the ad i m in the midst of watching my first episode of a show on this app i seriously don t mind ad at all if i can watch something for free i get it but it never come back from the ad i have to keep hitting play fix this please,Yes,UI Accessibility Issues (UI)
,Dustinbaines,Best content. Hire some new app developers.,Every time I exit the app I go back to my show and it starts from the beginning. Yâ€™all need some new app developers and fix this stat. 6 months ago this was a problem (early 2017) now itâ€™s winter 2017 (October) Girl why are you paying these developers for a faulty app.,2,every time i exit the app i go back to my show and it start from the beginning y all need some new app developer and fix this stat month ago this wa a problem early now it s winter october girl why are you paying these developer for a faulty app,Yes,Navigation and Interaction Problems (NAV)
,hllong,Needs Work,The number of times this app has restarted what Iâ€™m watching and played 10+ min of ads in order for me to get back to where I wasâ€¦. unbearable. Playing 5 min of ads per 5 min of content is inexcusable.,2,the number of time this app ha restarted what i m watching and played min of ad in order for me to get back to where i wa unbearable playing min of ad per min of content is inexcusable,Yes,UI Accessibility Issues (UI)
,RozziOzzi,"Good shows, horrible app","Playback skips every minute or so, loses place in episode, crashes during ads. Fails to start episodes because of ad crashes. I just want to watch my favorite shows, but this app canâ€™t do its one job!",2,playback skip every minute or so loses place in episode crash during ad fails to start episode because of ad crash i just want to watch my favorite show but this app can t do it one job,Yes,Navigation and Interaction Problems (NAV)
,Layla-Diva,Too glitchy,I have problems making it through entire shows. I have to rewind 30 seconds at the end of the commercials because it freezes. Sometimes it just freezes lolol!,2,i have problem making it through entire show i have to rewind second at the end of the commercial because it freeze sometimes it just freeze lolol,Yes,Navigation and Interaction Problems (NAV)
,Chaddsster,Needs work,"I love watching the shows on VH1 on the go, but the app makes it so hard to get through a show. The app always crashes, never stays logged in to the cable/ service provider, and it is very slow.",2,i love watching the show on vh on the go but the app make it so hard to get through a show the app always crash never stay logged in to the cable service provider and it is very slow,Yes,UI Accessibility Issues (UI)
,Iamkamm_,NEED XFINITY,"Years and xfinity is still not a on the list for tv networks to choose from. Itâ€™s ridiculous. Also when watching something, sometimes the episodes just restarts out of no where. Very annoying. Please fix",2,year and xfinity is still not a on the list for tv network to choose from it s ridiculous also when watching something sometimes the episode just restarts out of no where very annoying please fix,Yes,UI Accessibility Issues (UI)
,Bee8539,awful app,"this app is so so so bad. i cant even watch a full show without having to go to my managed apps and force stop the app and then relaunch it. vh1 what are u spending your money on? bc its not the development of your services thats for sure & its not my wifi connection its the app itself. so annoying get it together, its pathetic. id be embarrassed if i was them & if u dont believe me read alllll the recent reviews. there all the same complaints, youd think they would fix it. nope",2,this app is so so so bad i cant even watch a full show without having to go to my managed apps and force stop the app and then relaunch it vh what are u spending your money on bc it not the development of your service thats for sure it not my wifi connection it the app itself so annoying get it together it pathetic id be embarrassed if i wa them if u dont believe me read alllll the recent review there all the same complaint youd think they would fix it nope,Yes,UI Accessibility Issues (UI)
,Catfishhhh,Crashes constantly,In a serious need of an update. The app crashes in the middle of an episode and goes to 90 seconds of commercials. I will be deleting. Not during the scheduled break but right in the middle of a scene. Very very horrible.,2,in a serious need of an update the app crash in the middle of an episode and go to second of commercial i will be deleting not during the scheduled break but right in the middle of a scene very very horrible,Yes,UI Accessibility Issues (UI)
,Fhbcfyy,One of the worst tv apps,"Literally one of the worst TV apps Iâ€™ve ever used. Casting barely works or only recognizes 1 of my 2 smart TVs. 8 commercials (!!!) for ad breaks, and thereâ€™s 5+ ad breaks per show. Might as well just watch cable.",2,literally one of the worst tv apps i ve ever used casting barely work or only recognizes of my smart tv commercial for ad break and there s ad break per show might a well just watch cable,Yes,UI Accessibility Issues (UI)
,OnCampus2K,Needs landscape home screen!,"The home screen only shows in portrait, and when I play a show, it switches into landscape, but UPSIDE DOWN from how my iPad sits in its Apple stand. I spent 5 minutes fighting with its rotation. Really difficult! Needs fixed!",2,the home screen only show in portrait and when i play a show it switch into landscape but upside down from how my ipad sits in it apple stand i spent minute fighting with it rotation really difficult need fixed,Yes,Navigation and Interaction Problems (NAV)
,notyourian,Painfully glitchy,"How is VH1â€™s app so terrible? Continuous playback issues in a single episode, app froze and reset 3x, and made me sign in 4x. If the programming wasnâ€™t so good Iâ€™d have to find an alternate source of entertainment. Come on, VH1; pull it together.",2,how is vh s app so terrible continuous playback issue in a single episode app froze and reset x and made me sign in x if the programming wasn t so good i d have to find an alternate source of entertainment come on vh pull it together,Yes,UI Accessibility Issues (UI)
,fuzzytorrence,App auto cuts in and out plus tons of commericals,"The app definitely needs work. The auto cuts in and out throughout each program and the amount of commercials! OMG, the commercials are annoying.",2,the app definitely need work the auto cut in and out throughout each program and the amount of commercial omg the commercial are annoying,Yes,UI Accessibility Issues (UI)
,Nansa678,To many commercials,Way to many commercials. Would like to be able to watch without having 160 seconds of the same useless commercials.,2,way to many commercial would like to be able to watch without having second of the same useless commercial,Yes,UI Accessibility Issues (UI)
,BaeHive,VH01,This app tends to shut down and freeze more times than not. I always have to reboot the app numerous times. Too many bugs and glitches. Love watching the shows but user experience not pleasant.,2,this app tends to shut down and freeze more time than not i always have to reboot the app numerous time too many bug and glitch love watching the show but user experience not pleasant,Yes,UI Accessibility Issues (UI)
,de devynt,Waste of time,Every time I go 10 seconds forward or backwards It goes straight to the ads and itâ€™s just annoying.,2,every time i go second forward or backwards it go straight to the ad and it s just annoying,Yes,UI Accessibility Issues (UI)
,Eliwhatever,Update needed,The app seems to be formatted for the iPad Pro but doesnâ€™t. Have a horizontal view except for when watching videos? Why wasnâ€™t the app formatted for horizontal viewing? Otherwise decent app.,2,the app seems to be formatted for the ipad pro but doesn t have a horizontal view except for when watching video why wasn t the app formatted for horizontal viewing otherwise decent app,Yes,Navigation and Interaction Problems (NAV)
,BlKhaleesi,Needs work,After a commercial the show acts all weird. Have to basically go back to the home screen then press play to watch the show.,2,after a commercial the show act all weird have to basically go back to the home screen then press play to watch the show,Yes,UI Accessibility Issues (UI)
,Billy's Qi-pod,5 solid minutes,Signed in and immediately was barraged with 3 minutes of ads the brief show intro then 2 more minutes Iâ€™d ads. Content poor commercial rich.,2,signed in and immediately wa barraged with minute of ad the brief show intro then more minute i d ad content poor commercial rich,Yes,UI Accessibility Issues (UI)
,_LoXz_WoLf_,Commercial madnessðŸ˜¤,When I'm watching shows and it goes to commercial it start to act up and not go threw the whole commercial it goes to 69 to 109 when the commercial starts to reload,2,when im watching show and it go to commercial it start to act up and not go threw the whole commercial it go to to when the commercial start to reload,Yes,UI Accessibility Issues (UI)
,Tasha--29,Too many ads,Way too many commercials/ads..Canâ€™t get through five minutes of a show.,2,way too many commercialsadscan t get through five minute of a show,Yes,UI Accessibility Issues (UI)
,Ruserious?123454321,Commercials are SO loud,"Whyyyyyy are the commercials so variable in volume?? When the episodes of shows have a comfortable volume, some of the commercials are SO loud itâ€™s unbearable. The interface is pretty rough too.",2,whyyyyyy are the commercial so variable in volume when the episode of show have a comfortable volume some of the commercial are so loud it s unbearable the interface is pretty rough too,Yes,UI Accessibility Issues (UI)
,royalty reigns,Not All Tv Providers,Not all providers are on here so itâ€™s makes it difficult to watch my favorite shows on here cause my provider isnâ€™t on here,2,not all provider are on here so it s make it difficult to watch my favorite show on here cause my provider isn t on here,Yes,Navigation and Interaction Problems (NAV)
,Morgan Sin'Clair,Needs bug fixes,I love the app but need some work itâ€™s not even pulling up. It keep saying oops something went wrong try again later.,2,i love the app but need some work it s not even pulling up it keep saying oops something went wrong try again later,Yes,UI Accessibility Issues (UI)
,Tahjee,Needs an update!!!!,This app has been around far too f*^%ing long to still be glitching the way it does!!! Update this s*^t!! Itâ€™s ridiculous,2,this app ha been around far too fing long to still be glitching the way it doe update this st it s ridiculous,Yes,UI Accessibility Issues (UI)
,001JAZZ,Problems,I canâ€™t watch anything a error message appears. Iâ€™ve updated and reinstalled to install.,2,i can t watch anything a error message appears i ve updated and reinstalled to install,Yes,UI Accessibility Issues (UI)
,Khow424,Glitchy,"Ugh. This app. I wanna love it because I LOVE VH1 shows, but DANG. I have had to uninstall and reinstall several times b/c it keeps glitching (black screen, etc.). Also, WAY too many commercials.",2,ugh this app i wanna love it because i love vh show but dang i have had to uninstall and reinstall several time bc it keep glitching black screen etc also way too many commercial,Yes,UI Accessibility Issues (UI)
,KikiWilt,"Some shows play, some donâ€™t",Ru Paulâ€™s Drag Race All Stars doesnâ€™t load up to play. Even after redownloading the app or restarting my device. Really annoying.,2,ru paul s drag race all star doesn t load up to play even after redownloading the app or restarting my device really annoying,Yes,UI Accessibility Issues (UI)
,Applvr123456,Constant crashes,I have to restart about every 15 min because app crashes. Not very stable. It'd be nice if recently or currently watched was on the top of the home queue,2,i have to restart about every min because app crash not very stable itd be nice if recently or currently watched wa on the top of the home queue,Yes,UI Accessibility Issues (UI)
,AllisonAWR,Wonâ€™t load anymore,Iâ€™ve used this app for over 2 years and suddenly it will not load on my iPhone or iPad.,2,i ve used this app for over year and suddenly it will not load on my iphone or ipad,Yes,UI Accessibility Issues (UI)
,itceddy,Vh1 app,"I canâ€™t seem to watch it on my phone somehow it wonâ€™t let me Iâ€™m not sure why , I have an iPhone so I donâ€™t really know what the deal is with that .....bummer!",2,i can t seem to watch it on my phone somehow it won t let me i m not sure why i have an iphone so i don t really know what the deal is with that bummer,Yes,UI Accessibility Issues (UI)
,brownskingirl101,Frustrated,It keeps saying something went wrong,2,it keep saying something went wrong,Yes,UI Accessibility Issues (UI)
,Dash504,Work,This app needs a lot of work slow slow slow freezes up. Yâ€™all need to fix it,2,this app need a lot of work slow slow slow freeze up y all need to fix it,Yes,UI Accessibility Issues (UI)
,BriannaMikelle,The App,"I think everyone can agree that we love the content VH1 provides, but the app itself is a mess. Itâ€™s not user-friendly.",2,i think everyone can agree that we love the content vh provides but the app itself is a mess it s not userfriendly,Yes,UI Accessibility Issues (UI)
,Igrftchuniu,Conflicted,I like the shows but the app takes for ever to load and when it does itâ€™s slow.,2,i like the show but the app take for ever to load and when it doe it s slow,Yes,UI Accessibility Issues (UI)
,geebrown-43,Keep Awake Gone,How come you all got rid of the keep awake component? Now my show shuts show off every 30s because of my auto-lock.,2,how come you all got rid of the keep awake component now my show shuts show off every s because of my autolock,Yes,UI Accessibility Issues (UI)
,Modernliving,PST vs EST,"I would enjoy the app if the Live TV programming allowed me to watch in PST (I live in Los Angeles). 
 The live TV programming streams on EST schedule which means shows are 3 hrs ahead for us west coasters. Is there a way to change this?",2,i would enjoy the app if the live tv programming allowed me to watch in pst i live in los angeles the live tv programming stream on est schedule which mean show are hr ahead for u west coaster is there a way to change this,Yes,Navigation and Interaction Problems (NAV)
,MarcelloEfficace,Airplay doesnâ€™t work properly,"Airplay has been skipping, reversing backwards and a lot of errors trying to cast to my new TV.",2,airplay ha been skipping reversing backwards and a lot of error trying to cast to my new tv,Yes,Compatibility with Assistive Technologies (CAT)
,narenh,Time zone incorrect,"On tvOS, the stream used to play in your local time zone. Now I only get the east coast feed even though Iâ€™m on the west coast.",2,on tvos the stream used to play in your local time zone now i only get the east coast feed even though i m on the west coast,Yes,Navigation and Interaction Problems (NAV)
,Khalidah ðŸ˜’,keeps freezing,wonâ€™t play previous episodes. keeps freezing after commercial breaks. plays commercials fast and clean but actual content freezes and i cant watch anything,2,won t play previous episode keep freezing after commercial break play commercial fast and clean but actual content freeze and i cant watch anything,Yes,UI Accessibility Issues (UI)
,Shayyâ¤ï¸,It's an okay app but can be better!!!!,It crashes here and there then I have to restart the whole app. It mutes it's self I have no idea how and a TONNNN OF COMMERCIALS !,2,it crash here and there then i have to restart the whole app it mute it self i have no idea how and a tonnnn of commercial,Yes,UI Accessibility Issues (UI)
,queenmaryla,love shows HATE app,It crashes every 5 minutes,2,it crash every minute,Yes,UI Accessibility Issues (UI)
,Really Chuck,No Good,I can not watch live tv with my chromecast please fix this issue,2,i can not watch live tv with my chromecast please fix this issue,Yes,Compatibility with Assistive Technologies (CAT)
,blueasf001,They wonâ€™t accept xfinity,Will not let me add xfinity as a tv provider,2,will not let me add xfinity a a tv provider,Yes,Navigation and Interaction Problems (NAV)
,HotCommodity12,Where is U-Verse??,Why is U-Verse no longer listed as a provider??? ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡,2,why is uverse no longer listed a a provider,Yes,Navigation and Interaction Problems (NAV)
,BellalunagirlNOLA,"Could be great, but...","I downloaded the app because of a preview of a show. I have a cable provider (which would not log me in thru safari, so I got the app from the App Store). All was well until the commercial break stopped the app from streaming completely and the content won't allow you to pick up the content after the commercials freezes you out. Then, each time you restart your content AFTER the freeze the time remaining on the commercials increases by 20 seconds. Not cool. Aggravating.",2,i downloaded the app because of a preview of a show i have a cable provider which would not log me in thru safari so i got the app from the app store all wa well until the commercial break stopped the app from streaming completely and the content wont allow you to pick up the content after the commercial freeze you out then each time you restart your content after the freeze the time remaining on the commercial increase by second not cool aggravating,Yes,Navigation and Interaction Problems (NAV)
